id,title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year
36282,Watch Her Ride,Original Album Classics,Jefferson Airplane,199.20934,0.818744924764,0.539508735194,1967
36283,Running For My Life (HolyHipHop),The Annointed Testimony,Chris Bell,404.97587,0.558582221656,0.441552499471,0
36284,Electric Cite (Live),Platinum,Téléphone,282.40934,0.576793331426,0.448368599133,0
36285,Silver Lake_ CA,Years & Airports,Gabardine,203.41506,0.450282277457,0.238568250751,0
36286,Thruxton Flute,An Evening With,Dando Shaft,209.91955,0.46526280902,0.367937698829,0
36287,I Will Be There,Sweet Dreams And Starry Nights Vol. 1,Randy Stonehill,254.45832,0.547950627959,0.325824019259,0
36288,L'Ubriaco (1996 Digital Remaster),Due Anni Dopo,Francesco Guccini,149.02812,0.605589172507,0.39528457195,1970
36289,One More Try,Supernova,Novaspace,215.14404,0.688040857152,0.372307463462,2003
36290,Memphis Underground,Soul Summit: Live At The Berks Jazz Fest,Karl Denson,436.29669,0.488830375003,0.335923730331,0
36291,Trees,Grounded,TEN MADISON,416.13016,0.448013836362,0.348295196786,2006
36292,Eihän se tahtia haittaa,20 Suosikkia / Jätkän humppa,Mutkattomat,172.12036,0.331458786593,0.228187679549,0
36293,Recognition,The Original Calypso and Other Folk Songs,Harry Belafonte_ Harry Belafonte,176.1171,0.667204447187,0.508376104749,1949
36294,Muscle Car,Muscle Car,Mylo featuring Freeform Five,378.72281,0.729795371651,0.446041022545,2005
36295,Hold On Dub,Rasta Dub' 76,The Aggrovators,192.9922,0.538654484314,0.37855878047,0
36296,Springtime,Rumskib,Rumskib,264.28036,0.517839843408,0.338362855115,2007
36297,Quarantine,Broadside,Ian Siegal,209.29261,0.511069010302,0.0,2009
36298,Best Friend's Lover,The Real Thing,Avani,247.64036,0.407879986175,0.328444599919,2005
36299,Absolutely Sweet Marie (Live),EMI Years,Jason & The Scorchers,190.58893,0.50051025636,0.414783863092,0
36300,'Round And 'Round (Merry Go 'Round Of Love),Guy - Special Edition,Guy,470.282,0.619620023979,0.46789780418,1988
36301,My Disease,In The Mouth Of The Young,Bullets And Octane,181.96853,0.779592758309,0.442482670349,2006
36302,Give It Up,Entends-tu mon coeur,Jacynthe,190.53669,0.414259251335,0.328231037516,0
36303,Lookin Up (feat. Big B),P.T.B.,Kingspade,226.79465,0.659894347415,0.45955607415,2007
36304,Discipulo De Mestre Bimba,Verbalize,Natiruts,311.50975,0.62589724361,0.423859955499,2001
36305,Have It Over Dem,Riddim Rider Volume. 9:Hindu Storm,Assassin,218.80118,0.619007719611,0.440991537508,0
36306,Phlatbush / Abfuehrmittel,Hamburg City Heftig Vol.1,Dynamite Deluxe,129.09669,0.633402342202,0.414834940743,0
36307,Juicy,Hard Groove,The RH Factor / Renee Neufville / Karl Denson,398.57587,0.549531632133,0.435438612916,2003
36308,Lets Clap Hands,King Of Western Swing_ Vol. 3,Spade Cooley,134.29506,0.440904743307,0.361472786586,0
36309,Know Toay,The Fort Mudge Memorial Dump,The Fort Mudge Memorial Dump,127.18975,0.350843033162,0.0,0
36310,Can't Quit The Blues,Exception To The Rule,Tommy Castro,266.97098,0.572616245821,0.41558288068,1996
36311,Hard Hearted Hannah,2004 International Barbershop Quartet Contest - First Round - Volume 2,Sterling,166.55628,0.540321299034,0.316034287981,0
36312,Put Your Dreams Away (For Another Day) (Digitally Remastered 04),Sea Of Dreams/Love Tide,Nelson Riddle And Orchestra,112.37832,0.561166018819,0.400493011425,0
36313,Flipped Out,Stanley Turrentine & Art Blakey & His Jazz Messengers,Stanley Turrentine,226.21995,0.606905415592,0.369961764767,2000
36314,Can't Take That Away (Album Version),Off The Deep End,The Friday Night Boys,210.9122,0.757190819707,0.588527123381,2009
36315,Permanent Solution To a Temporary Problem,Confrontation,Soilent Green,1316.72771,0.460409667072,0.442348448484,0
36316,Playboy Anthem,Playboy Anthem,Top Billin,231.26159,0.524746993137,0.407824781228,2009
36317,Retrato,Fado Curvo,Mariza,241.29261,0.631602537926,0.447217787144,2003
36318,Bom_ Bom - Suenan (Cascada Remix),Bom_ Bom - Suenan,Freddy Fader meets Locana,336.66567,0.110344660652,0.285414650313,0
36319,Ghost On The Hill,Colors Of The Year,The Whiles,240.74404,0.44669053799,0.237153097137,2004
36320,Intro,Schocktherapie,Blaze,156.31628,0.715213933549,0.454114917667,0
36321,Isle Of View,Fevergreens,Jono El Grande,186.95791,0.460533670008,0.3774184331,2003
36322,Royal Biznezz,RB Nr. 1 Vol. 1,PrinzPorno_ Fumanschu & Rufmord,244.92363,0.480254177975,0.413624753645,2004
36323,Soul,Fleeting Days,Dan Bern,265.53424,0.607269222177,0.396969773256,2003
36324,Anna,Feel The Fish Vol.4,Peja,590.15791,0.441464678723,0.450033512295,0
36325,These Chains,Rock'n Roll Children,Sturm und Drang,225.67138,0.62793865124,0.414501747199,2009
36326,Sober Is My New High,Echo Kid,Turbo Fruits,209.97179,0.590797382976,0.413751766481,2009
36327,Scars and Souvenirs,Sell Out - Live at Dan's Silver Leaf,Max Stalling,293.642,0.587135625296,0.346797998812,0
36328,Redroom,Best Of Circle,Gui Boratto,477.83138,0.686034042575,0.531108506008,0
36329,Can't Change The Past,Tennessee Before Daylight,Outformation,188.73424,0.52300344878,0.365780842974,0
36330,Hop Scotch,Hip-Hop Reggae,Bajja Jedd,301.7922,0.317109328282,0.0,1993
36331,One Sweet World,Remember Two Things,DAVE MATTHEWS BAND,309.49832,0.811890081171,0.657583813676,1993
36332,Hate Song,Warning Shots,The Haunted,180.84526,0.732609316356,0.473462667277,0
36333,La Calle Del Carmen,Los Planetas,La Buena Vida,184.24118,0.573719807441,0.4545127145,2003
36334,Going Sideways,Perfume And Piss,GBH,222.9024,0.643998331038,0.443768767816,0
36335,chinese factory outlet - yellow,kaotic brain beautiful noise,august engkilde,77.58322,0.43546630956,0.271974779024,2008
36336,Bite The Hand,Need To Control,Brutal Truth,126.35383,0.748298125888,0.422161727902,1994
36337,Flight Of Fantasy (260 652),Ultimate Yanni,Yanni,339.722,0.749373156496,0.486996306516,0
36338,Tricky Nose,Whatever,Chocolate Overdose,135.60118,0.0604928475584,0.0,1998
36339,Open Minded,Inspirational Motivational,Because,307.59138,0.386304441173,0.177012642077,0
36340,Ne Rue Case Negre,Menu Best Of,Doc Gynéco - Janik,266.89261,0.511574015141,0.383732814361,2003
36341,The Look In Your Eyes (Digitally Remastered 04) (Feat. Frankie Beverly),Joy And Pain,Maze Featuring Frankie Beverly,319.92118,0.596515108074,0.401851129733,0
36342,Post Millennium Extinction Blues,Habeas Corpus,Living Things,219.66322,0.634883552222,0.376596242886,2009
36343,Somebody Remembers The Rose,Strangers Almanac [Deluxe Edition],Whiskeytown,153.5473,0.672726662484,0.418722098133,1997
36344,Hit Ya With Tha Heat,[Screwed] Keep On Stackin 5,Killa Kyleon_ Lil Boss_ Lil C_ & OG Avery,170.94485,0.471512158601,0.346290423841,0
36345,Whom Shall I Send (Live LP Version),Just A Word,Shirley Caesar,287.50322,0.57930948808,0.370273518966,0
36346,Time To Rock,Ritual Of Battle,Jedi Mind Tricks Presents: Army Of The Pharaohs,228.17914,0.262850216279,0.394087221536,0
36347,Sweet Temptation,Sweet Temptation,Ricky Skaggs,180.74077,0.588180662625,0.433254666497,1979
36348,Jaiotze basatia (live),Jo ta ke,Su ta gar,430.62812,0.49181335431,0.368528422419,0
36349,Mä Luulen Vain,Kaikkien aikojen parhaat vol. 2 - 40 klassikkoa,Kari Tapio,172.90404,0.475755732778,0.27842551605,2007
36350,Feeling Lonely Now,Welcome to My World/ Feeling Lonely Now - Single,We Rock Like Girls Don't,206.47138,0.477587555323,0.327606731472,0
36351,La noche y tu,Mexico Gran Colección Ranchera - Miguel Aceves Mejía,Miguel Aceves Mejía,224.02567,0.427605309141,0.30924776533,0
36352,That's Alright Mama,Rhythm & Blues Vol. 10,Arthur Crudup,171.59791,0.517486975358,0.371287200015,2001
36353,Let's Go To Elvis,1_2_3_4... Special Edition,Stephan Remmler,188.44689,0.432163084547,0.325736186958,2006
36354,La Revanche Du Manchot,La Soupe A La Grimace,Bertrand Betsch,80.1171,0.509177902588,0.317188857508,0
36355,In These Places,R.I.P. - EP,Roken is Dodelijk,108.19873,0.343821094017,0.477364323978,0
36356,Gia Ena Kommati Psomi,Zesta Pota,Haris & Panos Katsimihas,230.19057,0.47486582418,0.0,0
36357,13 De Abril,No Descompasso do Transe Retalhos do meu Silêncio,SOL,116.92363,0.64677141406,0.0,0
36358,My Sound,Mongo At The Village Gate,Mongo Santamaria,179.30404,0.54003774898,0.360053306539,1990
36359,November,Little Man,The Pineapple Thief,410.67057,0.587466436748,0.485198263144,2006
36360,Inside Your Soul,Sine Tempus,Goldie,316.42077,0.604720091491,0.49989817712,0
36361,God Only Knows,Introducing Joss Stone,Joss Stone,176.14322,0.84080245107,0.587414902416,2005
36362,Mamoth (Popof & Noiak Sinn remix),Mamoth EP,LOWKEY & KARDINAL,378.90567,0.609391411319,0.466463549782,0
36363,I'm Goin In,So Far Gone,Drake / Lil Wayne / Young Jeezy,225.2273,0.905516051066,0.778135733814,0
36364,Little Secrets,Little Secrets,Passion Pit,277.15873,0.764183478737,0.497023520673,2009
36365,Blazin' Mics,gospelalphafunkyboogiediscomusic,T-Bone,231.3922,0.675003400858,0.45663139849,2004
36366,Don't Talk Down,Oceans Will Rise,The Stills,247.64036,0.726167084253,0.527084685883,2008
36367,Salt Sack,Intuit,Ramona Falls,235.25832,0.581089147099,0.493114961558,2009
36368,Who Says You Can't Go Home,Have A Nice Day,Bon Jovi / Jennifer Nettles,230.24281,0.839297677568,0.71889145567,2006
36369,Easy Life,Vacation,Goober Patrol,172.30322,0.514861182409,0.429130745136,1996
36370,Polizisten,Kids in America,Orange Sector,304.09098,0.531846884299,0.404608818818,1994
36371,Hybride,Hors Beat,Bad Joke,237.03465,0.432431013373,0.225833422606,2001
36372,Wonka,Hexstatic presents Videos_ Remixes & Rarities,Hexstatic,334.05342,0.626655701974,0.365146670813,0
36373,What It Iz Here?!,Executive Decision (Business. Nothing Personal),Bad Azz featuring E. White,262.76526,0.552053803339,0.34137626763,0
36374,Moving On,Having Fun All Wrong,Roger Creager,286.35383,0.674519456573,0.441559082514,1998
36375,The Gush,Raging Speedhorn,Raging Speedhorn,231.57506,0.558702803867,0.343269628826,2001
36376,Sleep Long,Operation Ivy,Operation Ivy,128.39138,0.677054111805,0.473101334926,1988
36377,Unity,Good Life - The Best Of Inner City,Inner City,204.66893,0.60920880384,0.431504597081,1990
36378,Sérénité 2,Oxygène 6: La Forêt,Frederick Rousseau,589.40036,0.406645343273,0.363246424404,0
36379,Simple Things Do Work,Best Of Circle,Valentino Kanzyani,512.93995,0.632761746484,0.26788920579,0
36380,Do The Best You Can (2001 Digital Remaster),Playing To Win,Rick Nelson,252.62975,0.59562025729,0.406855240377,0
36381,Breathe Again,Kill Your Own,Hundred Reasons,403.48689,0.645275533487,0.37683949145,2006
36382,Love Story,Clubland 15,Taylor Swift,181.78567,0.889749219647,0.872447223164,2008
36383,Lies (Single Version),The Best Of,Chron Gen,108.25098,0.483049692,0.373967244199,0
36384,The Day is Through (Album),Grimwood,Michael Yonkers,492.9824,0.435159838379,0.379665208731,1974
36385,Routine,Rackaz,Vybz Kartel,170.08281,0.738643832816,0.523330684881,0
36386,Old school shit,Caleidoscopio,Juaninacka,140.69506,0.505422378974,0.0,2004
36387,Achekt Ana Fi Hyati,Reda Taliani,Reda Taliani,370.80771,0.50887436767,0.24190051853,0
36388,St. Louis Waltz,Wildcat,Muriel Anderson,162.48118,0.553919617359,0.339646495253,0
36389,Neva B The Same,Money Over B*tch*s,Rydah J Klyde & Fed X,174.94159,0.405666598754,0.342884448013,0
36390,Dear Mr. Fantasy,Heaven Is In Your Mind - An Introduction To...,Traffic,645.61587,0.749966457406,0.456714785963,0
36391,Wild Horses,These Are The Days,Gino Vannelli,281.65179,0.586511513866,0.408507191501,1987
36392,I Should Care,South Central,Hank Crawford,373.26322,0.500623371958,0.339797035914,0
36393,Il Castello Dell'Es,Landscape Of Life,Osanna,533.18485,0.512978834551,0.328127996125,1974
36394,Pinch and Roll,The Return Of The Aquabats,The Aquabats,260.8322,0.728863860012,0.537940420825,1995
36395,G Love,Old Town Gangsters: Game Over,Slowpain,254.69342,0.55084979576,0.321044737032,0
36396,Hey Girl,Riddim Driven: Sexy Lady Explosion,Tanto Metro & Devonte,219.01016,0.611788253947,0.336726841409,2006
36397,Don't Let Me Fall In Love With You (Live from Radcliffe & Maconie Radio 2 Session),The Girl I Don't Know,Teitur,436.55791,0.712798787542,0.471973758428,2009
36398,Lazarus,Lazarus,Sophie Solomon,198.3473,0.564045086497,0.377151912113,2006
36399,Give it Here,Falling Down,Jehst feat. Klashnekoff & Lewis Parker,242.20689,0.545671938996,0.388602285871,2003
36400,Butterfly,Honest,Serpentine,90.17424,0.577773337292,0.298448311438,0
36401,Some Other Guy,Subtle As A Flying Mallet,Dave Edmunds,149.89016,0.592883770373,0.395385775914,1975
36402,What My Mama Told Me,Harpslinger,Carey Bell,184.60689,0.487303837156,0.339041179574,0
36403,The Blast,Rawkus Records - Best of Decade I 1995-2005,Talib Kweli / Hi-Tek / Vinia Mojica,224.93995,0.77279440418,0.55101644296,2001
36404,Shen Hua,Valen'S Love Movie Theme Song,Valen Hsu,223.08526,0.425052322986,0.356544168305,0
36405,Heaven,My Little Red Bag,James Kakande,215.30077,0.490123070388,0.357538869269,2005
36406,Automatik,Automatik,Livvi Franc,346.122,0.652498843833,0.430137602888,0
36407,Sex Drogen Und Industri (Unknown Mix),Noise Collection Vol. 1,Combichrist,294.21669,0.743443764727,0.547326211324,0
36408,Explosions,Bury Me Alive,Inhale Exhale,237.16526,0.676467679494,0.588165310871,2009
36409,Lelijke Dochter,Ebbinge Vrijdag en De Bekker,Vliegende Panters,345.23383,0.0,0.0,0
36410,Nine,Nine,Wonders,276.00934,0.539926703661,0.389694360294,0
36411,Stand Up For Myself,Give My Life,Army Of Lovers,239.35955,0.604001934774,0.373689790076,1994
36412,Who,Feel The Power,Cocoa Tea,249.93914,0.595645308494,0.426009300484,2001
36413,True Blue (Acoustic Version),Acoustic Vagabonds,Gary Louris,213.86404,0.550521020385,0.426629973321,2009
36414,Can't Keep,Riot Act,Pearl Jam,219.32363,0.814448110417,0.607971809563,2002
36415,I. Wi' A Hundred Pipers_ II. Wee Muirdie,Scotland The Brave,The Glencastle Sound,129.93261,0.350274443712,0.252973065794,0
36416,I Need Your Loving,Count Talent and the Originals,Michael Bloomfield,195.13424,0.493995079533,0.372179877857,0
36417,Get It Out Of The Way,Live Songs & Stories,David Wilcox,168.93342,0.573485474226,0.404013276291,0
36418,Oh_ My Love,Blow It Out,The Features,155.21914,0.640880361885,0.428506868679,2005
36419,Consequences,"Its Your World: Redbone's Greatest ""Hits",Redbone,268.48608,0.547222567376,0.38417650229,0
36420,Le'An At Holecht Mipo (Where Do You Go From Here),Soog Shell Varod (Kind Of A Pink),Tamar Giladi,239.80363,0.416073269272,0.0,0
36421,David Caruso TV,52 Weeks,Into It. Over It.,110.28853,0.580488229065,0.447346717028,0
36422,All The Things You Are (Live) (Album Version),The Art Of The Trio Vol. 4,Brad Mehldau,824.37179,0.612385500488,0.473525421497,0
36423,In My Secret Life,Nothin' To Celebrate,Red,261.79873,0.82638146212,0.567258928702,0
36424,Nomads,River of return,Agitation Free,422.24281,0.53455662546,0.373554616127,1999
36425,Ghost in the Summer Clothes,The Cold Nose,Department of Eagles,235.07546,0.676279034535,0.440250907534,2005
36426,Passing Time,What's Your Favorite Color?,Laura Watling,187.74159,0.427110786989,0.358075362025,2000
36427,M&Ms/Bugles,Smackin' Kittens,Robert Hawkins,123.16689,0.368461933237,0.299936832831,0
36428,Everybody Wants To Be Loved,His Majesty Is Coming,The In Crowd,232.93342,0.526690731814,0.378478309106,2005
36429,Sally's Got A Wooden Leg,Southern Jazz 30's & 40's,The Sons Of The West,167.96689,0.348910161109,0.313805357499,1994
36430,Permanent Standby  (Acapella),Felt 3: A Tribute To Rosie Perez [Instrumentals & Acapellas],Felt,238.00118,0.685804311066,0.447921543757,0
36431,Three Fantastic Dances Op. 5 (2003 Digital Remaster): Andantino,Shostakovich:Piano Concertos_ Three Fantastic Dances_ Preludes & Fugues.,Dmitri Shostakovich,73.84771,0.62392034589,0.528115848104,0
36432,Trafalgar Hospital,Eastern Promises - Original Motion Picture Soundtrack,Howard Shore,93.49179,0.698357307082,0.507544146661,2007
36433,Catchphrase,Lift,The Reach,262.63465,0.468831158764,0.261178844611,2003
36434,Raccord,Humo Y Espejos,La Monja Enana,207.09832,0.512531147973,0.322898908417,0
36435,Piers Kill Mi Dead,Trouble And War,Chaka Demus And Pliers,221.02159,0.55736046752,0.426031471915,0
36436,We The Continuum,Sounds Like Everything,Ammoncontact,213.7073,0.598138634328,0.361999121224,2003
36437,Catch Of The Day (ft. Ciecmate),Been There Done That,Bias B,244.13995,0.554942220946,0.378607734178,0
36438,The Fifth Season,One Small Voice,Heir Apparent,338.85995,0.443155935715,0.32778960493,1989
36439,Just A Closer Walk With Thee,Hillbilly Fever,Red Foley,177.50159,0.48170358567,0.342626790602,0
36440,Lay It Down,Da Bomb Vol 3,DJ Godfather,115.01669,0.491256209492,0.32620825462,0
36441,Unwind,Take This Ride,Moving Targets,108.59057,0.459786988547,0.355665106012,0
36442,Concerto No. 4_ KV 218_ in D major: Allegro (Mozart),Jascha Heifetz Live: Never-Before-Published Rare Live Recordings_ Volume 4,Jascha Heifetz,469.28934,0.527385150927,0.387899918875,0
36443,Tú Te Crees,En Lo Claro,Voltio,207.49016,0.709095393128,0.358357904489,2007
36444,It Wasn't You,Fidel Cashflow,DJ Clue,175.77751,0.663995715772,0.419265469301,0
36445,Zydeco Two-Step,Zydeco Two-Step,Tony Delafose,154.56608,0.24237459669,0.0,0
36446,Otros tiempos,Heroes de los 80. Recuerda,Seres Vacios,225.38404,0.452429945585,0.0,0
36447,Pain Through Breathing,The Scattering Of Ashes,Into Eternity,232.01914,0.657766299583,0.510637894555,2006
36448,Love Keeps Callin' My Name,For Sentimental Reasons : The Love Songs,Righteous Brothers,164.362,0.685080489473,0.46070367445,0
36449,Sexy_ Sexy Thing,Kyte,Kyte,201.56036,0.642558416769,0.517006648865,2007
36450,Cumbia Vallenata,Bobby,Bobby Pulido,196.10077,0.575844756561,0.426851853236,0
36451,Caminito Pa La Mina (Album Version),Gitana Soy,Remedios Amaya,244.08771,0.494851887926,0.346025632687,0
36452,Don't Fight It,Shanice,Shanice,219.55873,0.632779577426,0.486444693094,1998
36453,Wioste Olowan Toki Ya (World),Changes,R. Carlos Nakai,117.02812,0.577276089132,0.376939984442,1982
36454,Good Curse,Unfortunately,Dwayne Sodahberk,227.86567,0.483431021341,0.332987018411,2003
36455,Sweet Sixteen,Live In Chicago,Big Jack Johnson,372.13995,0.4499172083,0.3474642161,0
36456,Easier To Say Goodbye,Evolution,Oleta Adams,393.63873,0.611367133202,0.35842459964,1993
36457,Mandry ve ?,Fanamby,Rajery,291.91791,0.481773106518,0.300383177304,0
36458,Decade of Darkness,Decade Of Darkness,BEFORE THE DAWN,261.82485,0.620442183339,0.45460654588,2010
36459,Baby Won't You Marry Me,Cherry Pie,Marvin & Johnny,135.00036,0.384746172527,0.257304376117,0
36460,Spaceballs (Instrumental Version),Superinstrumental,Clp,272.37832,0.550513697848,0.422705641029,0
36461,Sur le fleuve,Le Voyage de Sahar,Anouar Brahem_ Francois Couturier_ Jean-Louis Matinier,392.69832,0.602341674419,0.40699157374,2006
36462,Nile River Ripples,The Strongman,Reginald R. Robinson,184.24118,0.332482028475,0.216664487849,0
36463,Not Going Down,Strictly The Best Vol.33,Busy Signal,229.85098,0.663196289904,0.495533440302,2006
36464,Throwedsville (feat. A-3 & Dirty $),Moe Life,Big Moe,294.66077,0.682662514599,0.384222798996,0
36465,Mostly Memories (Album Version),In With The Out Crowd,Less Than Jake,193.74975,0.843322339035,0.554564301721,2006
36466,Whispering Grass,Stanley Morgan's Ink Spots In London  - From The Archives (Digitally Remastered),THE INK SPOTS,191.21587,0.630924035062,0.410048120613,1994
36467,I Love My Father,Just 4 You,George Smallwood,341.36771,0.0,0.0,0
36468,System Boomin',So Stylistic,Fannypack,254.79791,0.608099844586,0.44043293743,2003
36469,Imagine - Album Version,In Return,Shola Ama,259.94404,0.573588408177,0.418496033114,2000
36470,I've Got A Right To Cry,The Johnny And Shuggie Otis Sessions,Joe Liggins,182.282,0.412749765916,0.337474192947,1999
36471,It's Over Love,Todd Terry Presents Ready for a New Day,Todd Terry,293.19791,0.700438088904,0.482508908279,0
36472,Embers Astray,Against The Elements,Beyond The Embrace,273.47546,0.549742034027,0.358797285322,2001
36473,Hemisphere,Armin van Buurens A State Of Trance Radio Top 15  October 2008,Ronski Speed,546.58567,0.602522792715,0.420184892668,2008
36474,Sands and Sands,Long Live the Well-Doer,Arbouretum,212.47955,0.582711861389,0.478832775344,2004
36475,Remember (Live),GREG KIHN LIVE featuring RY KIHN,Greg Kihn,422.32118,0.556412760423,0.402688016724,0
36476,if i loved you,Lovely Standards,Amel Larrieux,184.55465,0.687996785976,0.385201079073,2007
36477,En Un Pueblo Español,Joselito_ Sus 20 Grandes Éxitos,Joselito,199.00036,0.482805247647,0.293827445166,0
36478,Going Down,Illumina,Alisha's Attic,272.50893,0.550436066935,0.412800421006,1998
36479,Part 05,What Else There Is,Mr Cooper,276.11383,0.500074674843,0.413135260168,2008
36480,Water from a Vine Leaf,William Orbit Odyssey,William Orbit Feat. Beth Orton,689.73669,0.674970293048,0.424953084113,1993
36481,Leb' wohl_ Mignon (Adieu Mignon_ courage) (Mignon: Wilhelm Meister_ 2.Akt) (1990 Digital Remaster),Fritz Wunderlich - Der große deutsche Tenor,Fritz Wunderlich/Berliner Symphoniker/Berislav Klobucar,280.81587,0.511584756846,0.355867909934,0
36482,Five-Four (Album Version),Everyday_ Everynight,Flora Purim,214.04689,0.479755040732,0.340544079537,0
36483,Monkey See Monkey Do,Help Is On the Way,Melissa Manchester,195.39546,0.534341167695,0.38326646203,0
36484,HR4437 (La Vida Sin Fronteras),True 2 Life: The Mixtape Volume 2,Autonomy_ C-Los B_ Baby CJ,188.99546,0.402505887273,0.324378389106,0
36485,Burning From The Inside,Burning From The Inside,Tenishia,453.79873,0.540413626469,0.464528467085,0
36486,Bells and Whistles,People Who Can Eat People are the Luckiest People in the World,Andrew Jackson Jihad,88.39791,0.677853411816,0.438004400823,0
36487,100 Rounds,Ghetto Dictionary: The Mystery,Bounty Killer,231.54893,0.693287838551,0.393274491405,2002
36488,Self Control / Self Rap,Self Control / Self Rap,Dr. Felix,329.29914,0.375742263958,0.152536831684,0
36489,It Dont Mean a Thing,Blues & Swing Party Vol. 1,Johnny Otis,188.65587,0.494902079229,0.334143883291,0
36490,Symphony,Symphony,Haris C,475.53261,0.46560532263,0.368217273742,2010
36491,Hello Forever,The Best Of Everything,Laurindo Almeida,209.18812,0.560256828453,0.341904573541,0
36492,Bach_ JS : Well-Tempered Clavier Book 1 : Prelude No.20 in A minor BWV865,Bach_ JS : Well-Tempered Clavier Books 1 & 2,Daniel Barenboim,56.94649,0.50186995226,0.391214275829,0
36493,Milestones,Art Pepper A Tribute To Charlie Parker,Art Pepper,1252.8322,0.614761467766,0.433744849313,0
36494,Vita Da Cane,Piccolo Fiore,Angelo dei Teppisti dei Sogni,194.29832,0.0384587679534,0.0,0
36495,Crazy About My Loving,Cow Cow Davenport Vol. 3 (1940s),Cow Cow Davenport,241.31873,0.38582525964,0.282723318292,0
36496,Taxi  (LP Version),Experiment,Mandy Patinkin,360.82893,0.438216729296,0.405743217872,1994
36497,Waiting,Permanent Fatal Error,Jack Endino,245.83791,0.516989361076,0.36120656019,2005
36498,Jesse's New Midnight Special,Brother Lowdown,Jesse Fuller,155.6371,0.452304574568,0.316778268442,0
36499,You Know I've Found A Way,Present Tense (With Bonus Tracks),Sagittarius,120.39791,0.516972511284,0.406254469427,0
36500,Me_ Myself And I (Album Version),Here And Now,The Wilkinsons,188.65587,0.484000859891,0.314283899021,2000
36501,2 Dreams I Had,The Stereo And God (mini album),Joy Zipper,209.99791,0.591921458923,0.441719828879,2003
36502,Tu Mariposa,100 Years Of Latin Love Songs,Paquito D'Rivera,247.53587,0.556332507528,0.429354250533,1998
36503,Distance (Mighty Junn's What's That Sound In The Garage Mix),Distance,Karsh Kale,441.18159,0.671271283541,0.451643902071,2003
36504,Carved In Stone,Threshold,HAMMERFALL,373.26322,0.784950332569,0.542169275721,2006
36505,Kiko's Afro Acid Dub,Mama Calling,Kiko Navarro feat. Concha Buika,459.33669,0.528616575782,0.411594569834,0
36506,Troubadour,Karma,Karma,240.84853,0.661855340152,0.353555974857,0
36507,Soucouyant,The Very Best Of Scrunter,Scrunter,372.13995,0.435914176517,0.327812833991,0
36508,Man In A Garage (Snap Ant Version),Sound Mirrors Remixes,Coldcut feat. John Matthias,261.66812,0.697604705342,0.481915893581,2006
36509,II. Comfort ye_ my people (Recitative - Tenor),Handel:  Messiah,New York Philharmonic;Leonard Bernstein;Adele Addison;David Lloyd;Russell Oberlin;William Warfield;Westminster Abbey Choir,210.49424,0.482938075152,0.323237712862,0
36510,No Puedes Detenerme,Basado En Hechos Reales,David Summers,237.322,0.505602747928,0.345717931852,0
36511,And There Will Be A Swarm Of Hornets,The Anti Mother,Norma Jean,559.28118,0.79529014308,0.639558549234,2008
36512,One Night In Bangkok,Very Superior,Vinylshakerz,211.59138,0.62009916021,0.37762350447,2005
36513,The Shooter,Undecided EP,The Magic Numbers,236.66893,0.725559333231,0.542823500077,2007
36514,Its Not The Prefects! (Live),Live In 1978 At The Festival Suite_ Birmingham Co-op,The Prefects,172.2771,0.404877012312,0.268456648175,0
36515,Album für die Jugend_ Op.68 (2004 Digital Remaster): No.38 Winterzeit,Piano Recital,Arturo Benedetti Michelangeli,157.98812,0.505415548176,0.425039758377,0
36516,Underworld Theme,Transmission,Voyager,501.13261,0.53177668591,0.354957830654,0
36517,Only You,Only You,Nick Terranova & Austin Leeds,484.8322,0.338212530552,0.0,0
36518,Si Tu Te Vas_ Directo,A Pelo,Platero Y Tu,644.98893,0.556545286009,0.434821534979,0
36519,La maladie du portable,Cousu Main,Dine et Déon,233.16853,0.4301558945,0.17819882004,0
36520,More Soul (Live) (1996 Digital Remaster),Swingin' New Big Band,Buddy Rich,260.04853,0.581029907593,0.379771072928,0
36521,Silent War,All Of White Horizons,Agonised By Love,283.29751,0.499848767567,0.411536934504,2004
36522,Young Love,Jukebox-Hits (Vol. 2),Sonny James,151.17016,0.503523666754,0.355515926642,1959
36523,Veo Veo,Mini Disco,Hot Banditoz,216.52853,0.490367953262,0.341564596153,2004
36524,I Know Who Did Dis (skit) [feat. First Degree The DE_ Don Rob_ & C.N.I.],Dinner And A Movie,Brotha Lynch Hung,65.04444,0.640254830796,0.463118059505,2010
36525,Long Life Feat. Talib Kweli,Changes Of Atmosphere EP,Dela,229.69424,0.569841724373,0.484938156737,0
36526,Blackout,Mars/Venus,Koffee Brown Featuring Lady Luck,242.59873,0.498853239285,0.33552064176,2001
36527,Sao Paulo (Live At The Union Chapel),Way Beyond,Morcheeba,264.75057,0.819087195638,0.533117124993,2002
36528,Just A Closer Walk With Thee,Gospel: Songs My Mama Sang,Moe Bandy,264.202,0.49255858687,0.343961407785,0
36529,Groupie Ho'z,Sam Hoody's CD Sto,Da CIPHA,264.72444,0.272711324852,0.223990480381,0
36530,Finders Keepers,Live on Tour,Merl Saunders,831.9473,0.519051566159,0.349699682172,0
36531,Mandolin Rain/Black Muddy River,Here Come the Noise Makers,Bruce Hornsby,741.48526,0.652957066388,0.473235886037,0
